h_county_tract,average_commute_time,average_walk_distance,number_of_commuters
005025600,1554.66851852,419.783301405,540
005025700,1712.64664311,678.847236534,566
005026100,1306.99521531,451.040605981,418
005026300,1058.05489478,357.785356395,1093
005026400,1081.9954955,329.289151418,1110
005026500,1089.08774978,327.476522402,1151
005026601,1398.38,354.408256941,600
005026602,1122.51375333,298.761355871,1127
005026701,1341.93478261,370.611448221,828
005026702,1070.0631136,344.923392105,1426
005026900,1395.80325815,513.749380489,798
005027300,899.781945327,339.250171774,1573
005027401,1104.8408862,255.415690752,993
005027402,1694.30845771,700.740102343,603
005027600,3580.17977528,1179.80213533,89
005027700,1031.1877979,262.781980725,1049
005027900,812.472274143,201.754483573,1605
005028100,967.724931003,265.465183286,1087
005028300,1383.23832528,326.648963592,621
005028400,3652.088,1219.79497593,125
005028500,992.625498008,243.702825509,753
005028600,1474.54950495,498.734219998,404
005028700,1236.22699387,310.664051546,652
005028800,1088.67319461,357.058309043,817
005028900,1120.60456274,263.150756577,789
005029301,1951.11313869,811.958895473,274
005029302,1051.80474934,213.824077846,758
005029500,1086.53546454,313.244082833,1001
005029600,728.667718191,218.384488001,951
005029700,1103.53642384,369.781125254,906
005030000,1137.22921711,274.028232068,1239
005030100,2157.77777778,498.911555843,207
005030200,885.234052111,167.212701774,2226
005030701,788.78219697,161.737579416,1056
005030900,1022.81229773,373.345568506,618
005031000,1554.9453125,521.745861555,896
005031200,2246.75789474,609.785569353,475
005031400,1777.38548753,560.099630179,441
005031600,2036.07823961,697.465309353,409
005031800,1985.93633952,580.519687299,377
005031900,14.6666666667,20.0,3
005032300,1128.28465608,295.645973018,945
005032400,1482.66513761,487.305419913,654
005032600,1198.33636364,349.015236938,770
005032800,1306.82669537,452.51314165,929
005033000,1124.29258675,323.31114811,1268
005033201,1313.3844086,355.927374261,744
005033202,1370.11150235,371.878865949,852
005033400,2796.00568182,1019.59369625,176
005033500,1265.96286472,386.688798726,377
005033600,1190.76875,333.601626784,1280
005033700,1322.96938776,328.841038959,490
005033800,1551.48347613,411.149922943,817
005034000,1520.22865554,425.228882465,1019
005034200,1964.34640523,571.41958653,459
005034300,2087.08955224,414.924273571,335
005034400,2149.5814978,715.217539629,454
005034500,1393.21236133,381.417093715,631
005034800,1245.26060139,434.879066711,1297
005035000,1844.14883721,510.677746597,430
005035100,1642.13134851,550.242650301,571
005035600,1804.66144814,474.2224993,511
005035800,1073.0672533,295.79523759,1591
005035900,1916.175,464.143144121,440
005036000,1574.92200557,387.432598131,718
005036100,1067.21290323,253.796874793,1240
005036300,1077.70668693,307.83715666,1316
005036400,1499.00294985,425.757648623,678
005036501,1318.97077922,370.408469549,924
005036502,1689.99322799,513.097907991,443
005036700,2002.93995859,597.015538876,483
005036800,1699.75185185,431.791661987,540
005036901,1649.72463768,521.827662291,483
005036902,1917.48768473,633.462597502,406
005037000,1706.37341772,479.695177392,632
005037100,1341.28022599,356.140537903,885
005037200,1809.9519573,508.995330985,562
005037300,1181.78068592,371.821898936,1108
005037400,1463.87043581,352.701477855,849
005037504,1301.34943182,401.077438076,704
005037600,1867.03639847,549.601904673,522
005037800,1312.6784141,378.891915492,681
005037900,1135.06469298,399.802497756,912
005038000,1521.59096459,390.609219348,819
005038100,935.790243902,322.222333968,1230
005038200,1843.99841772,581.931703494,632
005038301,1064.03688093,315.843934208,949
005038302,1123.8115942,391.724350093,1104
005038500,1556.47687861,572.425096493,692
005038600,889.990052356,219.515883651,1910
005038700,1382.35348837,483.497300133,645
005038800,1751.98181818,541.86674032,605
005038900,1155.55324074,426.548137095,864
005039000,1752.54901961,462.606074503,561
005039100,908.564079422,399.099868264,1108
005039200,1903.42889391,422.426914187,443
005039300,943.162743779,261.761944182,1487
005039400,1210.5426009,323.283531979,1115
005039500,1256.48731642,458.083206258,749
005039600,1573.62174941,402.007045485,846
005039700,1959.69677419,708.960958253,310
005039800,1573.16370558,400.601446919,788
005039901,1045.78842105,294.381749813,950
005039902,1186.75395034,321.20182705,886
005040100,1233.32356389,367.441001355,853
005040302,1254.30487805,342.104807279,820
005040303,1121.97847358,366.180889534,1022
005040304,1073.7957993,289.664890165,857
005040400,1717.91542289,493.272912803,804
005040501,1257.47272727,342.662987559,770
005040502,935.052716951,318.45833332,1233
005040600,1447.31861575,339.188441015,838
005040701,1559.47387387,435.422309597,555
005040702,919.398215734,324.582265553,1233
005040800,1479.71526196,356.297977057,878
005040900,1325.0437788,379.900104455,868
005041100,1585.95938104,435.880448945,517
005041300,937.267209474,269.508669929,1351
005041400,1352.22234157,375.059765487,931
005041500,958.077677841,338.08226971,1223
005041800,1568.61052632,400.650531767,855
005041900,937.124726477,273.408590984,1371
005042000,1407.16666667,331.858417623,954
005042100,597.162285714,153.506307574,1750
005042200,1438.04413473,330.735870791,861
005042300,1332.62531646,408.195575499,790
005042400,2188.20242915,630.022720266,494
005042500,1084.23276561,367.887382695,1233
005042600,1130.92359703,244.916728423,1479
005042800,1818.14505119,501.611035938,586
005042901,1412.63327674,457.120980914,589
005042902,1281.38586327,439.261556041,863
005043000,1574.02209945,425.333538963,724
005043100,775.860914663,267.937168039,2121
005043400,1357.94337194,245.021498107,777
005043500,3416.93548387,776.463633598,93
005043600,1895.53411306,411.74669935,513
005044200,1534.79209184,413.320374376,784
005044400,1600.25387366,271.400837095,839
005044800,2141.6040146,511.160001919,548
005044901,1978.15648855,509.89888142,262
005044902,1720.64444444,426.37172777,315
005045101,1832.52647975,482.33504298,321
005045102,2121.96060606,567.847706104,330
005045600,1607.23622047,340.507373749,635
005045800,1306.82289056,256.476248679,1197
005046000,1898.13707165,528.732732004,642
005046201,497.933037437,130.853072699,5182
005046202,981.868940754,281.122840291,1671
005048400,1429.61058824,379.094638442,850
005050400,4306.4122807,1866.19151101,114
005051600,1410.03134479,332.430222857,989
047000100,620.552238806,229.658538091,1139
047000200,1439.43185079,508.642099814,697
047000301,795.037037037,323.685827964,729
047000501,799.166176471,280.851287471,680
047000502,783.788732394,266.989272974,710
047000700,836.012514221,376.767958179,879
047000900,529.110062893,166.786445175,1272
047001100,978.939473684,295.321193766,380
047001300,925.319787986,341.842360768,566
047001500,729.640552995,284.174359619,1302
047001800,2598.07112971,907.506185923,239
047002000,1277.33206591,339.754227088,789
047002100,696.270299145,240.110791393,936
047002200,953.454601227,331.563702794,1630
047002300,806.258706468,276.789283943,1206
047002901,1059.06227545,470.951878005,835
047003000,1126.16561845,327.529059606,954
047003100,605.156614786,268.94114584,1028
047003300,619.375241779,234.71401908,1034
047003400,1024.56055363,260.575897072,1445
047003500,745.036199095,253.436807697,663
047003600,951.446931408,261.713342742,1385
047003700,819.762222222,282.955031511,450
047003800,1443.92641261,320.580793059,761
047003900,845.893982808,325.701962534,698
047004100,758.435868331,295.340441236,881
047004300,658.190361446,236.112223326,830
047004400,955.795379538,212.279804327,1515
047004500,909.955414013,388.694015651,942
047004600,1611.76462396,429.058644354,718
047004700,1025.14111498,464.100219432,574
047004900,1029.45187602,480.494368849,613
047005000,1076.60955519,253.358983358,1214
047005100,861.007518797,341.320810022,1064
047005201,1716.34829721,441.522372761,646
047005202,1019.40198511,223.53271699,1209
047005300,1015.20238095,260.248030278,924
047005400,1052.50408163,262.867483606,1470
047005601,1019.19763514,201.519891917,1184
047005602,1496.75729443,335.683132306,754
047005800,962.899404368,248.256484939,1511
047005900,1146.49006623,504.619255767,755
047006000,1189.0631769,294.256478969,1108
047006200,1119.65551331,285.045563806,1315
047006300,1117.63772049,443.65494853,737
047006400,979.130960376,283.983691012,1489
047006500,725.999298246,267.868816857,1425
047006600,1003.76010966,300.688822728,1459
047006700,804.519189765,382.648968513,938
047006800,943.411542611,247.277732924,1854
047006900,613.963937622,211.483382908,1026
047007000,1045.84991274,262.066678731,1146
047007100,724.8132206,327.198594007,1301
047007200,1155.05933251,327.07019757,809
047007400,866.43090379,204.263269374,1715
047007500,609.866949752,240.822144421,1413
047007600,922.193062827,253.228837174,1528
047007700,630.313112745,218.689078975,1632
047007800,837.787775891,227.239497942,1767
047008000,931.676515152,222.00206175,1320
047008200,806.675315568,247.948041954,1426
047008400,914.803571429,243.814466145,1120
047008500,607.529180093,200.781558124,2793
047008600,3335.43150685,1252.14915367,146
047008800,934.153383459,336.545562631,1330
047009000,1145.5834093,321.194197736,1097
047009200,881.831885539,277.835093698,1957
047009400,936.172001911,319.433340468,2093
047009600,920.548274137,298.517730274,1999
047009800,1006.86626307,333.167261295,1817
047010000,843.229698376,291.616686917,2155
047010100,828.72737819,258.477961193,1724
047010200,862.018378378,267.161905974,1850
047010400,743.681268882,196.121151273,1986
047010600,1039.60166667,337.895982318,1800
047010800,997.349535773,330.145723114,1831
047011000,1149.03699422,302.753146064,865
047011200,799.902578797,225.53528153,2094
047011400,684.634565331,231.058083767,1921
047011600,1149.62624113,378.981891606,1410
047011700,994.096856415,330.527893439,1177
047011800,1253.97307222,330.386309181,817
047011900,1301.79234168,459.361206583,679
047012000,1361.4951989,402.400698834,729
047012100,1190.53325123,303.131632291,812
047012200,967.281026253,300.423052698,1676
047012600,1268.91603053,405.28462697,917
047012700,708.933936652,314.650804517,1105
047012801,1275.05303867,473.765037318,905
047012901,1010.2086514,354.175338039,786
047012902,951.825256975,309.904276207,681
047013000,885.390217391,261.757458495,1840
047013100,720.415362731,297.351623535,1406
047013200,1246.7480315,407.393066861,1016
047013300,810.307692308,285.154945806,1261
047013400,907.213541667,346.214530361,1728
047013500,954.518644068,399.584186988,1180
047013600,937.461307738,269.861533843,1667
047013700,867.788321168,265.47698479,1096
047013800,1023.44290909,348.954856158,1375
047013900,701.284027778,212.775875464,1440
047014000,1141.94003868,305.976136152,1034
047014100,875.112047178,295.050501795,1187
047014200,1092.259362,282.830004269,1442
047014300,804.115633075,257.526084809,1548
047014500,904.67648792,307.494260853,1697
047014700,1286.13549832,476.475071027,893
047014800,1546.09430605,405.964120942,562
047014900,679.99152991,190.668696266,1889
047015000,1652.20373027,449.621483078,697
047015100,737.524940618,191.561954119,1263
047015200,1205.11181244,338.902600493,1109
047015300,695.362068966,183.318510001,1160
047015400,3878.36607143,1030.71920462,112
047015500,887.950095969,263.128328748,1042
047015700,796.927099842,314.770568794,1262
047015900,661.165596003,209.313249059,1401
047016000,947.926640927,285.080502908,1813
047016100,697.54797048,236.975276544,1084
047016200,1239.10759494,344.662108395,948
047016300,783.486976217,326.969359258,883
047016400,3306.57446809,1127.03155575,141
047016500,687.126207729,305.000235779,1656
047016600,1146.76362112,306.097836583,1193
047016700,777.741689751,227.871643018,1444
047016800,1539.40254237,367.036741875,708
047016900,730.900609756,216.291391999,1640
047017000,1264.27651218,236.420215109,1273
047017100,789.707843137,275.709491045,1530
047017200,1185.99507793,285.064586595,1219
047017400,1596.97583429,321.081684141,869
047017500,3667.70348837,1769.36220169,172
047017600,1536.0953462,327.749721359,881
047017700,3223.08333333,1350.15306867,156
047017800,1278.10451977,303.294032439,1062
047017900,713.608569354,280.719475774,1377
047018000,1429.79016393,376.826494982,1220
047018100,663.410934744,261.699162747,1134
047018200,1239.23390895,342.759990255,1274
047018300,904.171107994,402.136992806,713
047018400,1237.71630435,385.40477526,920
047018501,772.736036725,405.868132114,1307
047018600,1468.18715996,432.130584763,919
047018700,1129.46925566,413.021460106,618
047018800,1225.66901961,347.527911313,1275
047019000,1069.06941951,290.217953586,1671
047019100,887.5,300.779150868,930
047019200,1211.79553265,342.808010128,1164
047019300,641.097847358,229.79516942,1533
047019400,1291.71358828,429.485621037,1229
047019500,751.942814146,282.227161747,1329
047019600,1121.39784221,403.394567696,1483
047019700,651.928505958,228.392517287,1091
047019800,1388.44222689,437.538781843,952
047019900,577.549818841,201.800998685,1104
047020000,1347.96859666,420.261866683,1019
047020100,734.732184808,270.986666022,1277
047020200,1345.79441118,417.781009484,1002
047020300,1037.24856322,337.625546127,696
047020400,1246.46518375,410.438744578,1034
047020500,829.55907781,344.822302513,1041
047020600,1145.37365369,426.070673539,1207
047020700,738.680206319,266.629789487,1551
047020800,1100.18529412,400.265087671,1360
047021000,1065.20361688,350.719771973,1493
047021100,947.953020134,334.682688317,745
047021200,849.132497274,242.84307834,1834
047021300,791.360781991,287.273972788,1688
047021400,1218.89426322,319.450281104,889
047021500,657.918327662,242.120289636,2057
047021600,803.343712575,252.478940434,1670
047021700,697.517193948,228.500039765,1454
047021800,782.549303944,245.982156071,1724
047021900,785.651376147,264.195903678,1199
047022000,574.884729902,136.663733375,2351
047022100,965.206397563,354.538378252,1313
047022200,577.862187347,186.445180528,2039
047022400,712.281065089,215.380312531,2366
047022600,1468.16945107,473.192583728,838
047022700,901.444552529,270.183429346,1028
047022800,896.563611491,289.721488561,1462
047022900,823.24359969,270.805817664,1289
047023000,885.312782805,301.750546137,1768
047023100,768.846219931,281.611622167,1164
047023200,583.0416826,207.953471694,2615
047023300,807.633607075,253.453253715,1583
047023400,547.885048232,202.009660889,2488
047023500,763.725038402,209.211316765,1302
047023600,528.369916075,200.648438624,3098
047023800,604.263820225,207.818661136,2225
047024000,651.991012299,188.409652182,2114
047024100,1057.72643678,372.73372367,870
047024200,1021.54860524,321.419565638,1183
047024300,824.499625468,310.772316695,1335
047024400,1080.04274134,316.945759531,1357
047024500,819.317484663,306.475387344,1304
047024600,1190.12316476,358.920207269,1226
047024700,901.811414392,263.684665646,806
047024800,1254.38293444,324.247202036,961
047024900,991.45802771,365.383740665,1227
047025000,1586.62684124,471.206721717,611
047025100,947.505474453,355.124105839,1096
047025200,878.231595916,237.975247534,1861
047025300,1019.82316443,349.439917876,967
047025400,1115.5234657,261.873264292,1385
047025500,760.101282917,289.811065191,1481
047025600,1222.4825784,359.33401021,1148
047025700,1260.57549858,513.019612073,702
047025800,1033.44348824,321.268688688,1743
047025901,961.626213592,383.716977528,618
047025902,1167.91431925,451.133701117,852
047026000,1152.13338595,344.081420714,1267
047026100,870.118347339,271.750536867,1428
047026200,1258.26534296,348.535122057,1108
047026300,1124.57841727,408.24125554,695
047026400,1206.14285714,350.403519045,1477
047026500,978.328137818,304.114858511,1219
047026600,1200.45867769,394.212508181,1452
047026700,828.799843628,328.108477205,1279
047026800,1168.51597633,374.85049156,1690
047026900,904.078475336,309.320717943,892
047027000,1225.95822677,247.173486952,1173
047027100,965.633966245,309.610974667,948
047027200,1225.77769679,357.555306423,1372
047027300,1051.37240664,334.794054198,964
047027400,1413.92352941,423.723942742,1190
047027500,1011.93551317,302.259969248,1101
047027600,1146.21511232,300.39171149,1469
047027700,823.586234177,242.203314998,1264
047027800,1297.89522998,316.336192094,1174
047027900,886.053357866,335.340296712,1087
047028000,1801.46528804,359.094206783,677
047028100,1087.7954955,354.015822989,1110
047028200,1479.82133785,338.023742756,1181
047028300,974.184024267,339.990804776,989
047028400,1129.75069638,254.609656276,1436
047028501,1786.47712418,566.132185216,153
047028502,927.7479092,296.925968064,837
047028600,1062.49894403,234.046821069,1894
047028700,1140.13777268,328.723671563,871
047028800,1354.84280639,309.100215427,1126
047028900,1144.93865741,389.848140437,864
047029000,1091.55575648,224.741821919,1659
047029100,978.397509579,357.943564442,1044
047029200,1483.37669683,346.185340054,884
047029300,1016.73731077,340.474008496,1123
047029400,1890.30892144,464.768672445,751
047029500,1007.38184932,307.841943492,1168
047029600,937.358473421,183.712795007,2201
047029700,765.20552677,217.614371037,1158
047029800,1340.02249806,391.521285445,1289
047029900,1125.375,372.408604521,832
047030000,1218.31101512,300.852569566,1389
047030100,1052.03200883,358.315492463,906
047030200,1217.98956295,304.576598173,1533
047030300,1075.603125,443.606125768,1280
047030400,1292.2851153,236.669493902,1431
047030500,632.690640848,231.858092624,2169
047030600,1585.9986413,408.999682452,736
047030700,1033.93680885,362.190193926,1266
047030800,1681.73049645,506.053006496,846
047030900,1373.59418283,461.478023815,722
047031100,1074.55155155,375.675399173,999
047031300,811.614754098,261.285233399,1586
047031400,1116.21627526,306.202388619,1831
047031500,703.572337963,240.578519532,1728
047031701,985.423233144,360.980562297,1231
047031702,942.115281501,273.840153238,1119
047031900,809.249235474,250.054868139,1308
047032100,839.494773519,263.315796106,1722
047032300,974.238310709,386.592830514,1326
047032500,642.252707581,243.71888373,2216
047032600,1041.27686404,265.956682033,1824
047032700,915.701848998,321.184566898,1298
047032800,1577.37747748,266.982811596,1110
047032900,744.403933434,214.000732068,1983
047033000,1409.02444842,330.023014283,1677
047033100,865.478361223,299.327159291,1733
047033300,784.426071213,244.9547685,1657
047033500,847.949179046,246.082953152,1279
047033600,1287.65280665,259.978948443,1924
047033700,871.648425787,211.592981608,1334
047033900,946.365576102,277.264441218,1406
047034000,2161.82225914,405.14963209,602
047034100,1092.38757062,419.590686036,885
047034200,1236.41854087,213.169000424,1823
047034300,940.182378312,368.215783501,1623
047034500,1247.70378619,428.352088148,898
047034700,1200.56312849,428.01887139,895
047034800,1786.77945205,490.954128179,730
047034900,818.568566061,217.481210323,1597
047035000,998.209921355,209.582144044,1653
047035100,882.51014885,247.679739258,1478
047035200,3043.06761566,769.867769404,281
047035300,845.326793378,245.262153229,1631
047035400,901.686767169,183.030625432,2388
047035500,922.908886389,280.014111449,1778
047035601,1106.62178988,251.776991596,1285
047035602,919.797354497,228.948288832,1890
047035700,1241.86709677,414.986082812,775
047035900,951.841800643,303.358333524,1555
047036001,1107.69316239,301.367707858,1170
047036002,996.980938416,227.885792306,1364
047036100,1342.67107001,416.161171759,757
047036200,1142.44911147,267.219012189,1238
047036300,905.64983165,347.967888293,1188
047036400,1435.24516785,387.007003134,983
047036501,789.638053097,271.204862997,1130
047036502,1572.16574586,577.897982032,362
047036600,1222.2276547,388.083730172,1309
047036700,1257.71836735,386.211085191,490
047036900,845.954851752,286.509393733,1484
047037000,1049.19925512,275.554687015,1611
047037100,964.883018868,321.680853323,1325
047037300,1017.40471869,273.238272873,1102
047037401,1048.76047198,270.67861088,1695
047037402,1090.75351716,287.086972683,1777
047037500,986.827842721,306.809196686,941
047037700,864.648040033,299.53060176,1199
047037900,941.92231405,313.813356632,1210
047038100,891.412223667,286.49837634,1538
047038200,1183.09853604,325.598401721,1776
047038300,1047.47959184,336.255605799,1078
047038500,955.6875,320.205339417,1024
047038600,1307.86696901,308.22660809,1323
047038700,835.879053462,256.811798277,1141
047038800,1476.67191601,442.110376741,1143
047038900,1110.15208614,375.134219855,743
047039000,1632.56797583,467.679112906,662
047039100,1013.89458689,354.554511513,702
047039200,1277.97219361,393.569527825,971
047039300,1222.17381228,375.218252153,863
047039400,1635.31351351,496.835865209,740
047039500,1086.19441341,374.734267433,895
047039600,1727.24558824,420.5086793,680
047039700,928.200617284,272.396365628,972
047039800,1484.63347458,356.401708056,944
047039900,1080.82403846,364.978657886,1040
047040000,1428.10383536,346.686366,1069
047040100,1047.67368421,341.913228038,1045
047040200,1314.13815789,316.665325707,912
047040300,1168.73333333,379.690755031,780
047040400,1452.83090909,400.579685802,1100
047040500,1300.54936709,401.444584827,395
047040600,1292.71024465,401.302979351,1308
047040700,3204.26923077,1262.68025159,78
047040800,1141.97725657,325.581748491,1407
047040900,1110.97474168,350.265143081,871
047041000,1591.84321476,451.849423102,759
047041100,1157.4882199,331.462983416,764
047041200,1351.25046382,316.910223987,1078
047041300,1203.5230179,382.450328345,782
047041401,1807.27689243,447.961296542,502
047041402,1720.88795987,505.015308546,598
047041500,1070.32201915,436.508986309,1149
047041600,1525.49928264,570.865665007,697
047041700,1146.8627451,393.494989792,867
047041800,1537.41063516,499.491788973,677
047041900,1095.91610738,412.895077172,894
047042000,1369.77432432,446.558645833,740
047042100,1155.03156708,340.892901585,887
047042200,1194.7443038,398.890159442,1185
047042300,999.583677686,306.505343805,968
047042400,1131.61664565,330.487954995,1586
047042500,1012.60769231,397.108654972,780
047042600,984.320744081,252.705695263,1774
047042700,801.082536924,286.150784678,1151
047042800,1064.49205379,293.684716592,1636
047042900,1108.63576881,351.148818285,917
047043000,947.195088677,269.037802469,1466
047043100,1076.76058773,302.019725072,1157
047043200,1136.3357194,313.505863283,1397
047043300,1014.49579832,320.179971061,833
047043400,1114.38819672,316.460551578,1525
047043500,1074.06836828,390.481713469,1097
047043600,1054.70804598,326.394826431,1740
047043700,985.508634223,336.064189226,1274
047043800,1330.27373272,377.133794324,1085
047043900,943.011133603,290.280251042,988
047044000,1688.62096774,464.920319902,868
047044100,992.789215686,275.943830871,1020
047044200,1348.875,530.793233595,864
047044300,1074.92987805,294.38529039,984
047044400,1247.50380389,426.050523328,1183
047044500,1019.87066246,269.476695144,951
047044600,1503.28590078,355.478701661,766
047044700,1054.6025641,268.828325607,546
047044800,1525.68602151,432.658625676,930
047044900,1116.06721698,572.442737408,848
